Project#,ProjectName,Campus,Building,Fusion#,Floor,Room,RoomName,Latitude,Longitide,GeneralvsFixed,AssetIDNo,FAIDNo,Make,Model,SerialNo,CSI Div,CSI,SubGroup01,SubGroup02,SubGroup03,SubGroup04,Item,ClassPriority,ClassCompliance,ClassInterconnect,ClassWarranty,ClassCondition,ClassBlanket,Takeoff,Callout,Sheet,OM,OMBinderNo,OMTabNo,OMDigital,Submittal,SubmittalDigital,EqWarranty,EqWarrantyDigital,EqWarrantyDuration,EqWarrantyStarts,EqWarrantyExpires,LifeCycleDuration,LifeCycleExpires,ServiceContract,ServiceContractCo,DistrictResponsible,OrigContractor,OrigContract,CostEstimateatStart,Unnamed: 51,Unnamed: 52,Item a Consumable ?,Unnamed: 54,Recommend Indiv item Tracking?,Currently Indiv item tracked?,Unnamed: 57,Recommend Waldrop ID Tag?,Currently Waldrop ID Tag?,sheet
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,28,28-Elec-Safety-Security,,,,,Fire Alarm Transponder,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,28,28-Elec-Safety-Security,,,,,Fire Smoke Dampers,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,28,28-Elec-Safety-Security,,,,,Fire Sprinkler Control Panel,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,28,28-Elec-Safety-Security,,,,,Carbon Dioxide Sensor,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,28,28-Elec-Safety-Security,,,,,FACP - Fire Alarm Control Panel,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,28,28-Elec-Safety-Security,,,,,FATC - Fire Alarm Terminal Cabinet,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,28,28-Elec-Safety-Security,,,,,Fire Strobes,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,28,28-Elec-Safety-Security,,,,,FSCP - Firefighter's Smoke Control Panel,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,28,28-Elec-Safety-Security,,,,,Knox Box,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,28,28-Elec-Safety-Security,,,,,Pre-Action Release Panel,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,28,28-Elec-Safety-Security,,,,,Projector Alarm with Relay,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,28,28-Elec-Safety-Security,,,,,SCDC - Smoke Control Damper Cabinet,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,28,28-Elec-Safety-Security,,,,,SCTC - Smoke Control Terminal Cabinet,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,28,28-Elec-Safety-Security,,,,,Security Cameras (CCTV?),,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,28,28-Elec-Safety-Security,,,,,Smoke Detectors,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,31,31-Earthwork,,,,,Retaining Walls,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,No,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,31,31-Earthwork,,,,,Caissons,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,No,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,32,32-Ext-Improvements,,,,,Site benches,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,32,32-Ext-Improvements,,,,,Exterior kiosk,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,Yes,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,32,32-Ext-Improvements,,,,,ADA Curb Ramps,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,32,32-Ext-Improvements,,,,,ADA Ramps,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,32,32-Ext-Improvements,,,,,Traffic Control - Signs/Speed Bumps,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,32,32-Ext-Improvements,,,,,Trees,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,32,32-Ext-Improvements,,,,,Motorized Gate / Controllers,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,32,32-Ext-Improvements,,,,,Parking sensors,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,32,32-Ext-Improvements,,,,,Patio furniture,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,Yes,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,32,32-Ext-Improvements,,,,,Backflow Device,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,32,32-Ext-Improvements,,,,,Flow Sensor,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,32,32-Ext-Improvements,,,,,Irrigation Controller,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,32,32-Ext-Improvements,,,,,Irrigation Heads/Bubblers,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,32,32-Ext-Improvements,,,,,Irrigation Meter,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,32,32-Ext-Improvements,,,,,Irrigation Valves - in General,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,32,32-Ext-Improvements,,,,,Exterior Temperature Sensor,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,32,32-Ext-Improvements,,,,,Curb and Gutter,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,No,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,32,32-Ext-Improvements,,,,,Curb Ramps,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,No,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,32,32-Ext-Improvements,,,,,Driveway/Hardscape/Pavers,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,No,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,32,32-Ext-Improvements,,,,,Downspouts,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,No,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,32,32-Ext-Improvements,,,,,Fence,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,No,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,32,32-Ext-Improvements,,,,,Irrigation Valves (Air Relief Valve),,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,No,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,32,32-Ext-Improvements,,,,,Irrigation Valves (Ball Valve),,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,No,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,32,32-Ext-Improvements,,,,,Irrigation Valves (Master Control),,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,No,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,32,32-Ext-Improvements,,,,,Irrigation Valves (Quick Coupler Valve),,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,No,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,32,32-Ext-Improvements,,,,,Irrigation Valves (Remote Control),,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,No,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,32,32-Ext-Improvements,,,,,Asphalt,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,No,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,32,32-Ext-Improvements,,,,,Bollards,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,No,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,32,32-Ext-Improvements,,,,,Gate - Non-Motorized,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,No,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,32,32-Ext-Improvements,,,,,Iron Fencing,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,No,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,32,32-Ext-Improvements,,,,,Parking Stops,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,No,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,32,32-Ext-Improvements,,,,,Sidewalk / Exterior,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,No,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,33,33-Utilities,,,,,Exterior Drain,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,33,33-Utilities,,,,,Sewer Lateral,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,33,33-Utilities,,,,,Sewer Line,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,33,33-Utilities,,,,,Sewer Manhole/Box,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,33,33-Utilities,,,,,Storm Drain,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,33,33-Utilities,,,,,Storm Drain Manhole/Box,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,33,33-Utilities,,,,,SWPPP BMP's,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,33,33-Utilities,,,,,Water Lateral,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,33,33-Utilities,,,,,Water Line,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,33,33-Utilities,,,,,Water Meter Box,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,33,33-Utilities,,,,,Gas Meters,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,33,33-Utilities,,,,,Items with Pilot Lights (need to get re-lit after gas shutdown),,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,33,33-Utilities,,,,,Water Valve - types,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,44,44-Pollution-Waste-Equip,,,,,HazMat Storage,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,Yes,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,45,45-Industry,Science,,,,Equipment - Science - Chemistry,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,Yes,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,45,45-Industry,Science,,,,Equipment - Science - Other,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,Yes,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,45,45-Industry,Science,,,,Equipment - Science - Astronomy,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,Yes,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,45,45-Industry,Science,,,,Equipment - Science - Biology,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,Yes,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,45,45-Industry,Science,,,,Equipment - Science - Cadaver / Equip,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,Yes,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,45,45-Industry,,,,,Fume Hoods,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,45,45-Industry,,,,,Equipment - Sewing,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,Yes,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,45,45-Industry,,,,,Equipment - Auto,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,Yes,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,45,45-Industry,,,,,Equipment - Educational Electrical,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,Yes,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,45,45-Industry,,,,,Equipment - Educational HVAC,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,Yes,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,45,45-Industry,,,,,Equipment - Educational IT/GIS,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,Yes,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,45,45-Industry,,,,,Equipment - Fine Art (i.e. Kilns),,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,Yes,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,45,45-Industry,,,,,Equipment - Fitness / Exercise,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,Yes,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,45,45-Industry,,,,,Equipment - Manufacturing Machinery,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,Yes,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,45,45-Industry,,,,,Equipment - Medical / Dental,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,Yes,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,45,45-Industry,,,,,Equipment - Agriculture (Greenhouse),,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,Yes,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,45,45-Industry,,,,,Equipment - Animal Health,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,Yes,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,45,45-Industry,,,,,Equipment - Aviation,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,Yes,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,45,45-Industry,,,,,Equipment - Cosmotology / Fashion,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,Yes,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,45,45-Industry,,,,,Equipment - Culinary,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,Yes,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,45,45-Industry,,,,,Equipment - Fire EMT,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,Yes,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,45,45-Industry,,,,,Equipment - Photography,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,Yes,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,45,45-Industry,,,,,Equipment - Radio Station,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,Yes,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,45,45-Industry,,,,,Equipment - Educational - Other,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,Yes,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,45,45-Industry,,,,,Equipment - Theatre / Costuming,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,Yes,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,45,45-Industry,,,,,Equipment - TV Studio,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,Yes,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,45,45-Industry,,,,,Equipment - EVOC,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,Yes,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,45,45-Industry,,,,,Emergency Eyewash Stations (2/26/18 CW says no systematic plan to check on jobwalk),,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,Yes,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,45,45-Industry,,,,,Equipment - Sports (i.e. Pole Vault Mats),,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,45,45-Industry,,,,,Equipment - Music,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,Yes,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,45,45-Industry,,,,,Chemical Shelf / Storage Cabinet for Flammable Storage,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,A-50,A-50-Furniture,,,,,filing cabinets,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,Yes,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,A-50,A-50-Furniture,,,,,tables,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,Yes,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,A-50,A-50-Furniture,,,,,desks,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,Yes,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,A-50,A-50-Furniture,,,,,chairs,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,Yes,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,A-51,A-51-Info-Tech,,,,,desk-lights,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,Yes,,No,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,A-51,A-51-Info-Tech,,,,,keyboards / mice,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,Yes,,No,No,,No,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,A-51,A-51-Info-Tech,,,,,computers,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,Yes,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,A-51,A-51-Info-Tech,,,,,servers,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,Yes,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,A-51,A-51-Info-Tech,,,,,printers / copiers / scanners,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,Yes,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,A-51,A-51-Info-Tech,,,,,server UPS,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,?,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,A-51,A-51-Info-Tech,,,,,software,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,?,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,A-52,A-52-Police Equip,,,,,Weapons,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,?,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,A-53,A-53-MO Equip,,,,,Tools (over $200),,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,A-53,A-53-MO Equip,,,,,compressors,,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,No,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,A-53,A-53-MO Equip,,,,,"Forklifts, etc (DSC); cranes",,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,Yes,11220
11220,Career Technology Center,City,Voc Tech,24.0,,,,,,,,,,,,A-54,A-54-Vehicles,,,,,Cars / Carts (DSC),,,,,,,No,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,Yes,11220
11240,,City,,,,,,,,,,,,,,5,05-Metals,,,,,Misc Metal,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,No,No,,No,No,11240
11240,,City,,,,,,,,,,,,,,6,"06-Wood, Plastics, etc.",,,,,Casework / Shelving / Counters,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11240
